questionName,inputType,active,section,group,path,label::fr,label::en,label_one::fr,label_one::en,parameters,appearance,conditional,validation,choices,help_popup,inputRange,confirm_popup,containsHtml,customPath,customChoice,defaultValue,includeNotApplicable,comments
homeGeography,Custom,TRUE,home,,home.geography,"**Positionnement de votre domicile**
Recherchez votre domicile en utilisant son code postal ou son adresse en cliquant sur le bouton ci-dessous, ou veuillez positionner le lieu sur la carte en naviguant, zoomant et cliquant. Une fois le lieu localisé, vous pouvez déplacer le point pour plus de précision.","**Home location**
Search for your home using its postal code or address by clicking the button below, or please position the location on the map by navigating, zooming, and clicking. Once the location is identified, you can move the point for greater precision.",,,,,,homeInTerritoryCustomValidation,,,,,TRUE,,,,,FIXME home_geography : territoryValidation · Issue #8 · chairemobilite/od_mtl
homeIsMain,Radio,TRUE,home,,home.isMain,"Le {{address}} est-elle la **résidence principale** de votre ménage?
__La résidence principale est le logement où votre ménage vit la majorité du temps (au moins 50 %).__","Is {{address}} your usual place of residence?
__The usual place of residence is the dwelling where your household lives most of the time (at least 50%).__",,,customLabels={{homeIsMainCustomLabel}},,sdrWithSecondaryHousesCustomConditional,,homeIsMain,,,,TRUE,,,,,"Si réponse est non, terminer enquête (action à ajouter sur le serveur)
Custom label pour ajouter l'adresse au libellé"
householdOwnership,Radio,TRUE,home,,household.ownership,**Statut d'occupation** du logement,**Housing tenure**,,,,,,,householdOwnershipChoices,householdOwnershipHelpPopup,,,TRUE,,,,,
householdSize,RadioNumber,TRUE,home,,household.size,"**Personnes habitant votre domicile** ou logement
__Y compris vous-même et les enfants en garde partagée s'ils étaient à votre domicile le {{assignedDate}}__","**Persons living in your home**
__Including yourself and children in shared custody if they were at your home on {{assignedDate}}__",,,"min=1
max=6
OverMaxAllowed
customLabels={{householdSizeCustomLabel}}",,,householdSizeValidation,,householdSizeHelpPopup,,,TRUE,,,,,Custom label because of the assigned date interpolation
householdCarNumber,RadioNumber,TRUE,home,,household.carNumber,"**Automobiles**, VUS, camions légers ou fourgonnettes, etc.
__À la disposition de votre ménage__","**Cars**, SUVs, light-duty trucks or vans, etc.
__Available to one or more members of your household__",,,"min=0
Max=4
overMaxAllowed",join_with=${householdTwoWheelNumber},,carNumberValidation,,householdCarNumberHelpPopup,,,TRUE,,,,,
householdTwoWheelNumber,RadioNumber,TRUE,home,,household.twoWheelNumber,"**Motocyclettes ou scooters** nécessitant un permis 
__Aussi appelé cyclomoteur ou mobylette__","**Motorcycles or scooters** requiring a licence
__Also known as mopeds or motorized scooters__",,,"min=0
Max=4
overMaxAllowed",join_with=${householdBicycleNumber},,,,twoWheelNumberHelpPopup,,,TRUE,,,,,
householdBicycleNumber,RadioNumber,TRUE,home,,household.bicycleNumber,"**Vélo(s)** à la disposition de votre ménage 
__Indiquer seulement les vélos des ados ou adultes dans un état utilisable, incluant les vélos à assistance électrique. Ne pas inclure les vélos pour enfants.__","**Bicycles** owned by household members
__Include only bicycles belonging to teenagers or adults that are in usable condition, including electric-assist bicycles. Do not include children’s bicycles.__",,,"min=0
Max=4
overMaxAllowed",,,bicycleNumberValidation,,,,,TRUE,,,,,
householdElectricBicycleNumber,Custom,TRUE,home,,household.electricBicycleNumber,"Parmi ces vélos, combien sont des **vélos à assistance électrique**?","Among these bicycles, how many are **electric bicycles** (e-bikes)?",,,"min=0
Max=4
overMaxAllowed",,hasHouseholdBicycleConditional,,,,,,TRUE,,,,,
homeCarParkingsAvailableVehicleHousehold,Checkbox,TRUE,home,,home.carParkingAvailableVehicleHousehold,"**Stationnement(s) disponible(s) au domicile** pour les véhicules de votre ménage.
__Cocher tous les choix qui s'appliquent__","**Parking available at home** for your household's vehicles
__Check all that apply.__",,,customLabels={{homeParkingAvailableCustomLabel}},,carParkingHomeWithVehicleConditional,,carParkingsHome,,,,TRUE,,,,,Custom label because of the car number plural
homeCarParkingsAvailableNoVehicleHousehold,Radio,TRUE,home,,home.carParkingAvailableNoVehicleHousehold,"Votre ménage a-t-il accès à une **entrée privée, garage ou place de stationnement réservée**?","Does your household have access to a **private driveway, garage, or reserved parking space?**",,,,,carParkingHomeWithoutVehicleConditional,,yesNo,,,,TRUE,,,,,
householdCarsharing,Radio,TRUE,home,,household.carsharing,"**Autopartage** (ex. : Communauto, Léo) : utilisé comme conducteur(-rice) par au moins une personne du ménage dans les 6 derniers mois","**Carshare** (ex. : Communauto, Leo): used as driver in the past 6 months by at least one household member",,,,,sharingMobilitiesConditional,,yesNoDontKnow,,,,TRUE,,,,,
householdBikesharing,Radio,TRUE,home,,household.bikesharing,**Vélo en libre-service** (ex. : BIXI) : utilisation dans les 30 derniers jours par au moins une personne du ménage,**Bikeshare** (BIXI): used in the last 30 days by at least one household member,,,,,sharingMobilitiesConditional,,yesNoDontKnow,,,,TRUE,,,,,
householdAtLeastOnePersonWithDisability,Radio,TRUE,home,,household.atLeastOnePersonWithDisability,"Y a-t-il au moins une personne dans votre ménage avec une **incapacité permanente qui limite ses déplacements quotidiens**?
__Y compris vous-même__","Is there at least one person in your household that has a **permanent disability that limits their daily travel?**
__Including yourself__",,,,,hasHouseholdSize2OrMoreConditional,,yesNoPreferNotToAnswer,,,,TRUE,,,,,
home_save,NextButton,TRUE,home,,home.save,Enregistrer et continuer,Save and continue,,,,,,,,,,homeNotInTerritoryConfirmPopup,TRUE,,,,,
householdMembers,Custom,TRUE,household,,,,,,,,,,,,,,,TRUE,,,,,
personAge,Number,TRUE,household,householdMembers,age,"**Âge** (en années)
__Inscrire 0 pour les bébés de moins de 1 an__","**Age** (in years)
__Enter 0 for babies under the age of 1 year__",**Âge** (en années),**Age** (in years),,,,ageValidation,,,,,TRUE,,,,,
personNickname,String,TRUE,household,householdMembers,nickname,"**Nom ou surnom** pour identifier cette personne pour la suite de l'entrevue
__Peut être un surnom, des initiales, ou encore ce que cette personne est pour vous (ex. : 'Moi', 'Toto', 'Maman', 'PN').
Ce nom est seulement utilisé pour faciliter l'enquête et sera ensuite supprimé.__","**Name or nickname** that will allow you to identify this person for the remainder of the interview
__Can be a nickname, initials, or who this person represents to you (ex: 'Me', 'Kiddo', 'Mum', 'JT').
The name is only used to simplify the response process and will be removed from the final dataset.__",,,,,hasPersonCount2OrMoreCustomConditional,uniqueNicknameCustomValidation,,,,,TRUE,,,,,
personGender,Radio,TRUE,household,householdMembers,gender,"**Genre**
__Peut différer du sexe assigné à la naissance ou inscrit dans les documents légaux__","**Gender**
__May differ from the sex assigned at birth or that which appears on legal documents.__",,,,,ifAge5orMoreOrHhSize1Conditional,,maleFemaleCustomPreferNotToAnswer,,,,TRUE,genderCustom,custom,,,"If this value is set and sexAssignedAtBirth is not ‘preferNotToAnswer’, it has been automatically set. It may not match the actual gender"
personDrivingLicenseOwnership,Radio,TRUE,household,householdMembers,drivingLicenseOwnership,"**Permis de conduire**
__Inclure les permis d’apprenti{{gender:e}} conduct{{gender:eur/rice/eur(-rice)/eur(-rice)}} et probatoires, mais ne pas inclure les permis de cyclomoteur/scooter__","**Driver's licence**
__Include learner's and probationary permits, but do not include moped (motorized scooter) permits__",,,,,ifAge16OrMoreConditional,,yesNoDontKnow,,,,TRUE,,,,,
personCarsharingMember,Radio,TRUE,household,householdMembers,carsharingMember,"**Autopartage** (ex. : Communauto, Léo) : utilisation comme conduct{{gender:eur/rice/eur(-rice)/eur(-rice)}}  dans les 6 derniers mois","**Carshare** (ex. Communauto, Leo): used 
as driver in the past 6 months",,,,,carsharingConditional,,yesNoDontKnow,,,,TRUE,,,,,
personBikesharingUsage,Radio,TRUE,household,householdMembers,bikesharingUsage,**Vélo en libre-service** (ex. : BIXI) : utilisation dans les 30 derniers jours,"**Bikeshare** (ex. BIXI): used in the last 30 days
",,,,,bikesharingConditional,,yesNoDontKnow,,,,TRUE,,,,,
personBikesharingMembership,Radio,FALSE,household,householdMembers,bikesharingMembership,"**Abonnement BIXI**
__Valide pour le mois en cours__","**BIXI membership**
__Valid for the current month__",,,,,bikesharingMembershipConditional,,bikesharingMembership,,,,TRUE,,,,,
personUsedTransitInLast30Days,Radio,TRUE,household,householdMembers,usedTransitInLast30Days,"**Transports en commun** : utilisation dans les 30 derniers jours
__Inclure métro, REM, train de banlieue, les autobus (ex. : STM, STL, RTL, exo …)__","**Public transit**: used in the past 30 days 
__Include metro, REM, commuter train, and buses (e.g., STM, STL, RTL, exo, etc.)__",,,,,ifAge5orMoreConditional,,yesNoDontKnow,,,,TRUE,,,,,
personTransitPass,Checkbox,TRUE,household,householdMembers,transitPass,"**Type de passe, abonnement** utilisés pour le transport en commun dans les 30 derniers jours
__Inclure les abonnements gratuits.__","**Type of pass or subscription** used for public transit in the past 30 days
__Include free passes.__",,,,,transitPassConditional,,transitPassType,,,,TRUE,,,,,
personTransitFare,Radio,TRUE,household,householdMembers,transitFare,"**Type de passe** utilisé en tant qu’**abonnement** valide pour le mois en cours
__A, AB, ABC et ABCD font référence aux zones tarifaires de l'ARTM.__","**Type of pass** used as a valid **monthly subscription** for the current month
__A, AB, ABC, and ABCD refer to ARTM fare zones.__",,,,,transitFareConditional,,transitFareType,transitFareHelpPopup,,,TRUE,transitFareSpecify,other,,,
personTransitFareWarning,Checkbox,TRUE,household,householdMembers,transitFareWarning,"Vous avez sélectionné un titre qui s'étend au delà de la zone tarifaire de votre lieu de résidence. Veuillez confirmer qu'il s'agit du bon titre ou modifiez votre réponse.
**Le prix du {{transitFare}} mensuel s'élève à {{transitFarePrice, currency(currency: CAD)}} (ou {{transitFarePriceReduced, currency(currency: CAD)}} pour le tarif réduit).**","You selected a transit pass that extends beyond the fare zone of your place of residence. Please confirm that this is the correct fare or edit your answer.
**The monthly price of the {{transitFare}} is {{transitFarePrice, currency(currency: CAD)}} (or {{transitFarePriceReduced, currency(currency: CAD)}} for reduced price).**",,,customLabels={{personTransitFareWarningCustomLabel}},,transitFareWarningCustomConditional,optionalValidation,transitFareWarning,,,,TRUE,,,,,
personHasDisability,Radio,TRUE,household,householdMembers,hasDisability,"**Incapacité permanente d'ordre physique, intellectuelle ou autre** qui influence ou limite les déplacements quotidiens de {{nickname}}?
__Ex. : motrice, visuelle, autre, etc.__","**Permanent physical, intellectual or other disability** that affects or limits {{nickname}}’s daily travel?
__Ex: mobility-related, visual, other…__","**Incapacité permanente d'ordre physique, intellectuelle ou autre** qui influence ou limite vos déplacements quotidiens?
__Ex. : motrice, visuelle, autre, etc.__","**Permanent physical, intellectual or other disability** which influences or limits your daily travel?
__Ex: mobility-related, visual, other…__",,,hasOnePersonWithDisabilityOrHhSize1CustomConditional,,yesNoPreferNotToAnswer,,,,TRUE,,,,,
personDisabilities,Checkbox,TRUE,household,householdMembers,disabilities,"<span class=""_phone"" aria-hidden=""true"">i </span>**La ou lesquelles?**
__Facultatif__","<span class=""_phone"" aria-hidden=""true"">i </span>**Which one(s)**?
__Optional__",,,,join_with=${personDisabilitiesSpecify},hasDisabilityConditional,optionalValidation,disabilities,,,,TRUE,disabilitiesSpecify,other,,,
personDisabilitiesSpecify,String,TRUE,household,householdMembers,disabilitiesSpecify,"<span class=""_phone"" aria-hidden=""true"">i </span>Spécifiez","<span class=""_phone"" aria-hidden=""true"">i </span>Specify",,,,,personDisabilityIsOtherConditional,optionalValidation,,,,,TRUE,,,,,Exists because checkbox does not handle specify the same way as radio buttons
personMobilityAssistiveDevices,Checkbox,TRUE,household,householdMembers,mobilityAssistiveDevices,"<span class=""_phone"" aria-hidden=""true"">i </span>**Type(s) d’aide à la mobilité utilisé(s)** pour les déplacements de {{nickname}} en dehors de la maison
__Facultatif__","<span class=""_phone"" aria-hidden=""true"">i </span>**Type(s) of mobility aid(s)**, if any, used for {{nickname}}’s travel outside the home
__Optional__","<span class=""_phone"" aria-hidden=""true"">i </span>**Type(s) d’aide à la mobilité utilisé(s)** pour vos déplacements en dehors de la maison
__Facultatif__","<span class=""_phone"" aria-hidden=""true"">i </span>**Type(s) of mobility aid(s)**, if any, used for your travel outside the home
__Optional__",,join_with=${personMobilityAssistiveDevicesSpecify},hasDisabilityConditional,optionalValidation,mobilityAssistiveDevices,,,,TRUE,mobilityAssistiveDevicesSpecify,other,,,
personMobilityAssistiveDevicesSpecify,String,TRUE,household,householdMembers,mobilityAssistiveDevicesSpecify,"<span class=""_phone"" aria-hidden=""true"">i </span>Spécifiez","<span class=""_phone"" aria-hidden=""true"">i </span>Specify",,,,,personAssistiveDevicesIsOtherConditional,optionalValidation,,,,,TRUE,,,,,Exists because checkbox does not handle specify the same way as radio buttons
personMostUsedMobilityAssistiveDevice,Radio,TRUE,household,householdMembers,mostUsedMobilityAssistiveDevice,"<span class=""_phone"" aria-hidden=""true"">i </span>**Le plus utilisé**
__Facultatif__","<span class=""_phone"" aria-hidden=""true"">i </span>**Most used**
__Optional__",,,,,mostUsedMobilityAssistiveDeviceCustomConditional,optionalValidation,mostUsedMobilityAssistiveDeviceCustomChoices,,,,TRUE,,,,,
personUseParatransit,Radio,TRUE,household,householdMembers,useParatransit,"<span class=""_phone"" aria-hidden=""true"">i </span>{{nickname}} est-{{gender:il/elle/iel}} **admis{{gender:/e/.e}} au transport adapté**? 
__STM, RTL, STL, exo, etc.
Facultatif__","<span class=""_phone"" aria-hidden=""true"">i </span>Is {{nickname}} registered for **paratransit services?**
__STM, RTL, STL, exo, etc.
Optional__","<span class=""_phone"" aria-hidden=""true"">i </span>Êtes-vous admis{{gender:/e/.e}} au **transport adapté**? 
__STM, RTL, STL, exo, etc.
Facultatif__","<span class=""_phone"" aria-hidden=""true"">i </span>Are you registered for **paratransit services?**
__STM, RTL, STL, exo, etc.
Optional__",,,hasDisabilityConditional,optionalValidation,yesNoPreferNotToAnswer,,,,TRUE,,,,,
personDisabilitiesFrequenciesParatransit,Radio,TRUE,household,householdMembers,disabilitiesFrequenciesParatransit,"<span class=""_phone"" aria-hidden=""true"">i </span>Au cours des 12 derniers mois, à quelle fréquence {{nickname}} a-t-{{gender:il/elle/iel}} utilisé le **transport adapté**?
__Facultatif__","<span class=""_phone"" aria-hidden=""true"">i </span>In the past 12 months, how often has {{nickname}} used **paratransit services?**
__Optional__","<span class=""_phone"" aria-hidden=""true"">i </span>Au cours des 12 derniers mois, à quelle fréquence avez-vous utilisé le **transport adapté**?
__Facultatif__","<span class=""_phone"" aria-hidden=""true"">i </span>In the past 12 months, how often have you used **paratransit services?**
__Optional__",,,paratransitFrequenciesConditional,optionalValidation,paratransitFrequencies,,,,TRUE,,,,,
personDisabilitiesFrequenciesTransit,Radio,TRUE,household,householdMembers,disabilitiesFrequenciesTransit,"<span class=""_phone"" aria-hidden=""true"">i </span>Au cours des 12 derniers mois, à quelle fréquence {{nickname}} a-t-{{gender:il/elle/iel}} utilisé les **transport en commun** (service régulier)?
__Inclure métro, REM, train de banlieue, les autobus (ex. : STM, STL, RTL, exo …)
Facultatif__","<span class=""_phone"" aria-hidden=""true"">i </span>In the past 12 months, how often has {{nickname}} used **public transit** (regular service)?
__Include metro, REM, commuter train, and buses (e.g., STM, STL, RTL, exo, etc.).
Optional__","<span class=""_phone"" aria-hidden=""true"">i </span>Au cours des 12 derniers mois, à quelle fréquence avez-vous utilisé les **transports en commun** (service régulier)?
__Inclure métro, REM, train de banlieue, les autobus (ex. : STM, STL, RTL, exo …)
Facultatif__","<span class=""_phone"" aria-hidden=""true"">i </span>In the past 12 months, how often have you used **public transit** (regular service)?
__Include metro, REM, commuter train, and buses (e.g., STM, STL, RTL, exo, etc.).
Optional__",,,paratransitFrequenciesConditional,optionalValidation,paratransitFrequenciesTransit,,,,TRUE,,,,,
personStudentType,Radio,TRUE,household,householdMembers,studentType,**Étudiant{{gender:/e/(e)/(e)}}**,**Student**,,,,,ifAge16OrMoreConditional,,participationStatusStudent,studentHelpPopup,,,TRUE,,,,,
personWorkerType,Radio,TRUE,household,householdMembers,workerType,"**Travaill{{gender:eur/euse/eur(-euse)/eur(-euse)}}**
__Incluant travaill{{gender:eur/euse/eur(-euse)/eur(-euse)}} autonome, artiste ou en congé de longue durée.__","**Worker**
__Including self-employed workers, artists, or those on long-term leave.__",,,,,ifAge14orMoreConditional,,participationStatusWorker,workerHelpPopup,,,TRUE,,,,,
personJob,String,TRUE,household,householdMembers,job,"**Profession** ou nom d'emploi de {{nickname}}
__Ex. : Boucher, avocate, livreur, infirmière, etc.__","**Profession** or name of job of {{nickname}}
__Ex: Butcher, lawyer, delivery-person, nurse, etc.__","**Profession** ou nom d'emploi
__Ex. : Boucher, avocate, livreur, infirmière, etc.__","**Profession** or name of job of {{nickname}}
__Ex: Butcher, lawyer, delivery-person, nurse, etc.__",,,isWorkerConditional,,,,,,TRUE,,,,,
personWorkPlaceType,Radio,TRUE,household,householdMembers,workPlaceType,"Parmi les situations suivantes, laquelle décrit le mieux la **façon** dont {{nickname}} **travaille**?",Which of the following best describes {{nickname}}’s **work arrangement**?,"Parmi les situations suivantes, laquelle décrit le mieux la **façon** dont vous **travaillez**?",Which of the following best describes your **work arrangement**?,,,isWorkerConditional,,workPlaceTypeChoices,,,,TRUE,,,,,
personWorkDays,RadioNumber,TRUE,household,householdMembers,workDays,"Nombre de jour(s) par semaine où {{nickname}} travaille
__Dans une semaine typique, qu’il y ait déplacement ou non pour le travail.__","Number of days per week {{nickname}} works
__In a typical week, whether or not there is any travel for work.__","Nombre de jour(s) par semaine où vous travaillez
__Dans une semaine typique, qu’il y ait déplacement ou non pour le travail.__","Number of days per week you work
__In a typical week, whether or not there is any travel for work.__","min=0
max=7",,personWorkDaysConditional,,,,,,TRUE,,,,,
personTravelToWorkDays,Custom,TRUE,household,householdMembers,travelToWorkDays,"Nombre de jour(s) par semaine où {{nickname}} se déplace hors domicile pour le travail
__Dans une semaine typique.__","Number of days per week {{nickname}} travels outside the home for work
__In a typical week.__","Nombre de jour(s) par semaine où vous vous déplacez hors domicile pour le travail
__Dans une semaine typique.__","Number of days per week you travel outside the home for work
__In a typical week.__","min=0
max=${currentPerson}.travelToWorkDays",,personWorkTripDaysConditional,,,,,,TRUE,,,,,Custom because max of RadioNumber does not accept a path with ${currentPerson}
personOccupation,Radio,TRUE,household,householdMembers,occupation,**Occupation principale**,**Main occupation**,,,,,personOccupationCustomConditional,,personOccupation,,,,TRUE,,,,,Custom conditional to set the default value depending on previous answers
personEducationalAttainment,Radio,TRUE,household,householdMembers,educationalAttainment,"Plus haut **niveau de scolarité**
__En cas de doute, sélectionnez le niveau de scolarité qui se rapproche le plus du parcours.__","Highest level of **educational attainment**
__If in doubt, select the education level that most closely matches the academic background.__",,,,,educationalAttainmentConditional,,educationalAttainment,,,,TRUE,,,,,
household_save,NextButton,TRUE,household,,household.save,Enregistrer et continuer,Save and continue,,,,,,,,,,validateHouseholdAgesHelpPopup,TRUE,,,,,
selectPerson,Custom,TRUE,selectPerson,,_activePersonId,Pour quelle personne désirez-vous poursuivre l'entrevue?,Who do you want to continue the interview for?,,,,,,,,,,,,,,,,
buttonSelectPersonConfirm,NextButton,TRUE,selectPerson,,buttonSelectPersonConfirm,Sélectionner cette personne et continuer,Select this person and continue,,,,,,,,,,,,,,,,
activePersonTitle,Builtin,TRUE,tripsIntro,,activePersonTitle,"<p class=""_center _em"" style=""margin-bottom: 0;"">Entrevue de **{{nickname}}**</p><p class=""_center _pale"">•</p>","<p class=""_center _em"" style=""margin-bottom: 0;"">**{{nickname}}**’s interview</p><p class=""_center _pale"">•</p>",,,,,hasHouseholdSize2OrMoreConditional,,,,,,TRUE,,,,,
buttonSwitchPerson,Builtin,TRUE,tripsIntro,,buttonSwitchPerson,Changer de personne,Change person,,,,,,,,,,,,,,,,
personNewPerson,Custom,TRUE,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}._showNewPersonPopupButton,"Nous allons vous demander de spécifier les déplacements de **{{nickname}}**.

L’ordre des personnes interviewées est aléatoire.

<details><summary>Pourquoi l'ordre des personnes peut avoir été changé?</summary> L'ordre des personnes pour lesquelles on demande de spécifier les déplacements est aléatoire (tiré au sort). Cela permet de diminuer l’influence de l’ordre de déclaration sur la qualité des réponses recueillies.</details>","We will ask you to specify **{{nickname}}**’s trips.

The order of the interviewed persons was randomly selected.

<details><summary>Why might the order of persons have been changed?</summary>The order of persons for whom we ask you to specify trips is randomized. This helps avoid any bias related to the reporting sequence and ensures consistent data quality.</details>",,,,,,,,,,,TRUE,,,,,"Custom because it's a popup and it has a condition on interviewable person count, not household"
personWhoWillAnswerForThisPerson,Radio,TRUE,tripsIntro,,household.persons.{_activePersonId}.whoWillAnswerForThisPerson,"Qui répond pour {{nickname}}?
__Si {{nickname}} est disponible, {{gender:il/elle/iel}} peut venir compléter ou vous pouvez répondre pour {{gender:lui/elle/lui(-elle)}}__","Who is responding for {{nickname}}?
__If {{nickname}} is available, {{gender:he/she/they}} can complete this section, or you may answer on {{gender:his/her/their}} behalf.__",,,,,if2OrMorePersons14OrMoreYearsOldCustomConditional,,whoAnswersCustomChoices,,,,TRUE,,,,,
personDidTrips,Radio,TRUE,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.personDidTrips,"Est-ce que {{nickname}} s'est déplac{{gender:é/ée/é(e)/é(e)}} le {{journeyDate}}?
__Inclure tous ses déplacements, peu importe la distance parcourue ou le mode de transport utilisé, que ce soit pour des activités personnelles (achats, sorties, loisirs, etc.), pour le travail ou les études, ou pour aller chercher ou reconduire quelqu’un.__","Did {{nickname}} make any trips on {{journeyDate}}?
__Include all their trips, regardless of the distance travelled or mode of transportation used, whether for personal reasons (shopping, outings, leisure, etc.), for work or school, or to pick up or drop someone off.__","Vous êtes-vous déplac{{gender:é/ée/é(e)/é(e)}} le {{journeyDate}}?
__Inclure tous vos déplacements, peu importe la distance parcourue ou le mode de transport utilisé, que ce soit pour des activités personnelles (achats, sorties, loisirs, etc.), pour le travail ou les études, ou pour aller chercher ou reconduire quelqu’un.__","Did you make any trips on {{journeyDate}}?
__Include all your trips, regardless of the distance travelled or mode of transportation used, whether for personal reasons (shopping, outings, leisure, etc.), for work or school, or to pick up or drop someone off.__",customLabels={{personDidTripsCustomLabel}},,,,yesNo,assignedDateHelpPopup,,,TRUE,,,,,Custom label because has journey date. This widget should be in Evolution
personDidTripsConfirm,Radio,TRUE,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.personDidTripsConfirm,Vous avez déjà déclaré des déplacements. Confirmez-vous qu'ils sont erronés et que {{nickname}} ne s'est pas déplac{{gender:é/ée/é(e)/é(e)}} le {{journeyDate}}?,You previously reported trips. Can you confirm they were reported by mistake and that {{nickname}} did not travel on {{journeyDate}}?,Vous avez déjà déclaré des déplacements. Confirmez-vous qu'ils sont erronés et que vous n'avez fait aucun déplacement le {{journeyDate}}?,You previously reported trips. Do you confirm they were reported by mistake and that you did not travel on {{journeyDate}}?,customLabels={{personDidTripsConfirmCustomLabel}},,personDeclaredTripsCustomConditional,,personDidTripsConfirmCustomChoices,,,,,,,,,"Custom choices because of the presence of the assigned date in the string, conditional depends on trip count and main label has dates. This widget should be in Evolution"
visitedPlacesIntro,InfoText,TRUE,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.visitedPlacesIntro,"Nous allons vous demander d'indiquer les lieux où {{nickname}} est all{{gender:é/ée/é(e)/é(e)}} le {{journeyDate}} 

- <span class=""_green"">Inclure</span> **tous les lieux visités** jusqu'à 4:00 le lendemain matin.
- <span class=""_green"">Inclure</span> même **les petits arrêts** (station-service, garderie/école, dépanneur ou tout lieu où {{nickname}} est all{{gender:é/ée/é(e)/é(e)}} chercher ou reconduire quelqu'un).
- <span class=""_green"">Inclure</span> **tous les lieux peu importe les modes de transport utilisés** pour s'y rendre (marche, vélo, voiture, transport collectif, taxi, avion, bateau, etc.).
- <span class=""_red"">Ne pas inclure</span> **les lieux de transfert** en cours de déplacement (arrêts de bus, gares, terminus, lieux de stationnement, etc.) sauf si {{nickname}} est all{{gender:é/ée/é(e)/é(e)}} reconduire ou chercher quelqu'un à cet endroit.","Please specify the places {{nickname}} went on {{journeyDate}}

- <span class=""_green"">Include</span> **all places visited** until 4 AM the following morning.
- <span class=""_green"">Include</span>  **short stops and errands** (gas station, daycare/school, convenience store or any place where {{nickname}} picked someone up or dropped someone off).
- <span class=""_green"">Include</span> ** all places regardless of the mode of transportation** used to get there (walking, cycling, car, public transit, taxi, plane, boat, etc.).
- <span class=""_red"">Do not include</span> **transfer locations** (bus stops, train stations, terminals, parking lots, etc.) unless {{nickname}} went there to drop someone off or pick someone up.","Nous allons vous demander d'indiquer les lieux où vous êtes all{{gender:é/ée/é(e)/é(e)}} le {{journeyDate}} 

- <span class=""_green"">Inclure</span> **tous les lieux visités** jusqu'à 4:00 le lendemain matin.
- <span class=""_green"">Inclure</span> même **les petits arrêts** (station-service, garderie/école, dépanneur ou tout lieu où vous êtes all{{gender:é/ée/é(e)/é(e)}} chercher ou reconduire quelqu'un).
- <span class=""_green"">Inclure</span> **tous les lieux peu importe les modes de transport utilisés** pour s'y rendre (marche, vélo, voiture, transport collectif, taxi, avion, bateau, etc.).
- <span class=""_red"">Ne pas inclure</span> **les lieux de transfert** en cours de déplacement (arrêts de bus, gares, terminus, lieux de stationnement, etc.) sauf si vous êtes all{{gender:é/ée/é(e)/é(e)}} reconduire ou chercher quelqu'un à cet endroit.","Please specify the places you went on {{journeyDate}}

- <span class=""_green"">Include</span> **all places visited** until 4 AM the following morning.
- <span class=""_green"">Include</span>  **short stops and errands** (gas station, daycare/school, convenience store or any place where you picked someone up or dropped someone off).
- <span class=""_green"">Include</span> ** all places regardless of the mode of transportation** used to get there (walking, cycling, car, public transit, taxi, plane, boat, etc.).
- <span class=""_red"">Do not include</span> **transfer locations** (bus stops, train stations, terminals, parking lots, etc.) unless you went there to drop someone off or pick someone up.",customLabels={{visitedPlacesIntroCustomLabel}},,personDidTripsConditional,,,,,,TRUE,,,,,Custom label because has journey date. This widget should be in Evolution
personDeparturePlaceIsHome,Radio,TRUE,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.departurePlaceIsHome,"Est-ce que {{nickname}} a **commencé sa journée au domicile** ({{address}})?
__Répondre 'Non' uniquement si {{nickname}} n'a pas dormi au domicile (nuit du {{dayOne}} au {{dayTwo}}), ou y est rentré{{gender:/e/(e)/(e)}} après 4h du matin (par ex. : travail de nuit).__","Did {{nickname}} **start their day at home** ({{address}})?
__Answer 'No' only if {{nickname}} did not sleep at home (night of {{dayOne}} to {{dayTwo}}) or came home after 4 AM (ex: overnight work shift).__","Avez-vous **commencé votre journée au domicile** ({{address}})?
__Répondre 'Non' uniquement si vous n'avez pas dormi au domicile (nuit du {{dayOne}} au {{dayTwo}}), ou y êtes rentré{{gender:/e/(e)/(e)}} après 4h du matin (par ex. : travail de nuit).__","Did you **start your day at home** ({{address}})?
__Answer 'No' only if you did not sleep at home (night of {{dayOne}} to {{dayTwo}}) or came home after 4 AM (ex: overnight work shift).__",customLabels={{departurePlaceIsHomeCustomLabel}},,personDidTripsAndDeparturePlaceNotSetCustomConditional,personDeparturePlaceIsHomeRequiredWithSpecificTestCustomValidation,yesNo,,,,TRUE,,,,,Custom label because has journey dates. This widget should be in Evolution
personDeparturePlaceOther,Radio,TRUE,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.departurePlaceOther,Où était {{nickname}} à 4h du matin?,Where was {{nickname}} at 4 AM?,Où étiez-vous à 4h du matin?,Where were you at 4 AM?,,,departurePlaceOtherCustomConditional,,departurePlaceOtherChoices,,,,TRUE,,,,,
